question_id,question,is_mcq,gold_answer,model_raw_output,model_normalized_answer,parse_success,correct
33,Đạo diễn của bộ phim 'Nghề siêu dễ (phim 2022)' có sự tham gia của Quang Tuấn là ai?,True,B,B,B,True,True
34,Phim nào có sự tham gia của cả Văn Hiệp và Hoàng Yến (diễn viên)?,True,D,D,D,True,True
35,Phim nào có sự tham gia của cả Kim Xuân và Nam Thư?,True,B,C,C,True,False
36,Phim nào có sự tham gia của cả Vân Trang và Elly Trần?,True,A,B,B,True,False
37,Phim nào có sự tham gia của cả Phạm Ngọc Liễu và Lê Anh Sơn?,True,A,A,A,True,True
38,Phim nào có sự tham gia của cả Vân Trang và nhà ngoại cảm?,True,C,D,D,True,False
39,Phim nào có sự tham gia của cả Ninh Dương Lan Ngọc và Quốc Huy (diễn viên)?,True,B,A,A,True,False
40,Đạo diễn của bộ phim 'Gia sư nữ quái' có sự tham gia của Isaac (ca sĩ) là ai?,True,C,A,A,True,False
41,Phim nào có sự tham gia của cả Phi Phụng và Trọng Hải?,True,B,B,B,True,True
42,Đạo diễn của bộ phim 'Áo lụa Hà Đông (phim)' có sự tham gia của Quang Thắng là ai?,True,C,C,C,True,True
43,Đạo diễn của bộ phim 'Chuyện của Pao' có sự tham gia của Đỗ Thị Hải Yến là ai?,True,A,A,A,True,True
44,Vợ/chồng của diễn viên đóng vai 'Đậu Xanh' trong phim 'Về quê ăn Tết' là ai?,True,B,B,B,True,True
45,Phim nào có sự tham gia của cả Thanh Hằng và Phi Điểu?,True,A,A,A,True,True
46,Phim nào có sự tham gia của cả Yaya Trương Nhi và Thu Trang?,True,A,A,A,True,True
47,Thể loại của bộ phim 'Sông dài (phim truyền hình)' do Quý Bình đóng là gì?,True,C,C,C,True,True
48,Đạo diễn của bộ phim 'Những thiên thần áo trắng' có sự tham gia của Mỹ Duyên là ai?,True,A,A,A,True,True
49,Phim nào có sự tham gia của cả Rima Thanh Vy và Bình Minh (người mẫu)?,True,C,B,B,True,False
50,Phim nào có sự tham gia của cả Song Luân và Phan Thanh Hiền?,True,C,B,B,True,False
51,Vợ/chồng của diễn viên đóng vai 'đại tiểu thư' trong phim 'Bố già (phim 2021)' là ai?,True,B,A,A,True,False
52,Đạo diễn của bộ phim 'Khi đàn ông có bầu' có sự tham gia của Bảo Quốc là ai?,True,A,A,A,True,True
53,Phim nào có sự tham gia của cả Kaity Nguyễn và Huỳnh Kiến An?,True,A,A,A,True,True
54,Phim nào có sự tham gia của cả Lương Thế Thành và Hải Băng?,True,C,C,C,True,True
55,Phim nào có sự tham gia của cả Hạnh Thúy và Bình Minh (người mẫu)?,True,C,C,C,True,True
56,Đạo diễn của bộ phim 'Áo lụa Hà Đông (phim)' có sự tham gia của Thanh Vy là ai?,True,D,D,D,True,True
57,Đạo diễn của bộ phim 'Để mai tính' có sự tham gia của Dominic Pereira là ai?,True,A,A,A,True,True
58,Phim nào có sự tham gia của cả Trần Nữ Yên Khê và Nguyễn Tuyết Ngân?,True,A,A,A,True,True
59,Phim nào có sự tham gia của cả Tăng Bảo Quyên và Bảo Thanh (diễn viên)?,True,B,A,A,True,False
60,Phim nào có sự tham gia của cả Tấn Beo và Ái Phương?,True,D,A,A,True,False
61,Phim nào có sự tham gia của cả Mạnh Cường và Trương Thanh Nghi?,True,A,A,A,True,True
62,Thể loại của bộ phim 'Những thiên thần áo trắng' do Phi Thanh Vân đóng là gì?,True,D,D,D,True,True
63,Phim nào có sự tham gia của cả Thanh Thúy (diễn viên sinh 1982) và Như Cầm?,True,C,C,C,True,True
64,Phim nào có sự tham gia của cả Thanh Nam và Nguyễn Hải Phong?,True,B,C,C,True,False
65,Đạo diễn của bộ phim 'Lật mặt' có sự tham gia của Phi Phụng là ai?,True,A,A,A,True,True
66,Đạo diễn của bộ phim 'Chị chị em em 2' có sự tham gia của Lê Thị Nhị là ai?,True,B,B,B,True,True
67,Vợ/chồng của đạo diễn bộ phim 'Để Mai tính 2' (Charlie Nguyễn) là ai?,True,C,A,A,True,False
68,Phim nào có sự tham gia của cả Ngọc Quyên và Lương Mạnh Hải?,True,B,B,B,True,True
69,Phim nào có sự tham gia của cả Lan Phương và Nguyễn Minh Tú?,True,D,C,C,True,False
70,Phim nào có sự tham gia của cả Thanh Hiền và Mạnh Dung?,True,A,C,C,True,False
71,Phim nào có sự tham gia của cả Hiếu Hiền và Johnny Trí Nguyễn?,True,C,A,A,True,False
72,Đạo diễn của bộ phim 'Nhiệm vụ đặc biệt' có sự tham gia của Hoàng Phúc (diễn viên) là ai?,True,D,D,D,True,True
73,Phim nào có sự tham gia của cả Võ Vĩnh Phúc và Gia Khoan?,True,B,B,B,True,True
74,Phim nào có sự tham gia của cả Bảo Quốc và Đơn Dương (diễn viên)?,True,C,C,C,True,True
75,Đạo diễn của bộ phim 'Địa đạo: Mặt trời trong bóng tối' có sự tham gia của Quang Tuấn là ai?,True,D,A,A,True,False
76,Phim nào có sự tham gia của cả Phi Phụng và Trung Dân?,True,A,B,B,True,False
77,Phim nào có sự tham gia của cả Võ Thế Vỹ và Trần Lộc?,True,A,A,A,True,True
78,Phim nào có sự tham gia của cả Hari Won và Petey Majik Nguyễn?,True,D,C,C,True,False
79,Phim nào có sự tham gia của cả Nguyễn Hậu và Dominic Pereira?,True,A,A,A,True,True
80,Phim nào có sự tham gia của cả Mạnh Tràng và Hiếu Hiền?,True,B,B,B,True,True
81,Đạo diễn của bộ phim 'Khi đàn ông có bầu' có sự tham gia của Minh Thuận (ca sĩ) là ai?,True,A,A,A,True,True
82,Phim nào có sự tham gia của cả Charlie Nguyễn và gái mại dâm?,True,A,C,C,True,False
83,Phim nào có sự tham gia của cả Bùi Thị Minh Đức và Trương Thanh Nghi?,True,D,D,D,True,True
84,Phim nào có sự tham gia của cả Diễm My và Minh Đức (diễn viên)?,True,D,A,A,True,False
85,Phim nào có sự tham gia của cả Như Quỳnh (diễn viên) và Phạm Ngọc Liễu?,True,A,A,A,True,True
86,Phim nào có sự tham gia của cả Vân Trang và Thanh Nam?,True,B,B,B,True,True
87,Phim nào có sự tham gia của cả Hoài Linh và Kiều Mai Lý?,True,D,B,B,True,False
88,Phim nào có sự tham gia của cả Hứa Vĩ Văn và Thu Trang?,True,C,A,A,True,False
89,Phim nào có sự tham gia của cả Mai Thành và Mạc Anh Thư?,True,B,B,B,True,True
90,Phim nào có sự tham gia của cả Johnny Trí Nguyễn và Minh Đức (diễn viên)?,True,D,D,D,True,True
91,Phim nào có sự tham gia của cả Marilyn Monroe và Michael Jackson?,True,A,A,A,True,True
92,Đạo diễn của bộ phim 'Tiệm bánh Hoàng tử bé 2' có sự tham gia của Lê Hạ Anh là ai?,True,D,D,D,True,True
93,Phim nào có sự tham gia của cả Thành Lộc và Lê Bình (diễn viên)?,True,B,B,B,True,True
94,Phim nào có sự tham gia của cả Thanh Vy và Tất Bình?,True,C,C,C,True,True
95,Phim nào có sự tham gia của cả Minh Thuận (ca sĩ) và Bảo Chung?,True,B,B,B,True,True
96,Phim nào có sự tham gia của cả Kaity Nguyễn và Hồng Vân (diễn viên)?,True,D,D,D,True,True
97,Phim nào có sự tham gia của cả Đồng Ánh Quỳnh và Gi A Nguyễn?,True,A,A,A,True,True
98,Phim nào có sự tham gia của cả Kiều Minh Tuấn và Don Nguyễn?,True,B,B,B,True,True
99,Đạo diễn của bộ phim 'Chàng trai năm ấy' có sự tham gia của Tấn Thi là ai?,True,D,D,D,True,True
100,Vợ/chồng của diễn viên đóng vai 'Tuấn' trong phim 'Cua lại vợ bầu' là ai?,True,D,B,B,True,False
101,Đạo diễn của bộ phim 'Bay vào cõi mộng' có sự tham gia của Tommy Ngô là ai?,True,A,A,A,True,True
102,Phim nào có sự tham gia của cả Huy Khánh và Huỳnh Lập?,True,C,C,C,True,True
103,Đạo diễn của bộ phim 'Sinh mệnh (phim)' có sự tham gia của Võ Thành Tâm là ai?,True,B,B,B,True,True
104,Phim nào có sự tham gia của cả Mạc Can và nhà ngoại cảm?,True,B,B,B,True,True
105,Phim nào có sự tham gia của cả Hà Trí Quang và Quốc Thuận?,True,B,B,B,True,True
106,Phim nào có sự tham gia của cả Việt Anh (nghệ sĩ) và Lý Hải?,True,B,B,B,True,True
107,Phim nào có sự tham gia của cả Thu Trang và Võ Ngọc Trai?,True,D,C,C,True,False
108,Phim nào có sự tham gia của cả Trần Bảo Sơn và Đại Nghĩa (diễn viên)?,True,A,A,A,True,True
109,Phim nào có sự tham gia của cả Yến Trang và Mạnh Tràng?,True,C,C,C,True,True
110,Phim nào có sự tham gia của cả Hoàng Phúc (diễn viên) và Trịnh Thịnh?,True,A,A,A,True,True
111,Phim nào có sự tham gia của cả Phạm Hồng Phước và Hoàng Phúc?,True,B,B,B,True,True
112,Đạo diễn của bộ phim 'Những cô gái chân dài' có sự tham gia của Tống Bạch Thủy là ai?,True,D,D,D,True,True
113,Đạo diễn của bộ phim 'Em chưa 18' có sự tham gia của Quang Minh - Hồng Đào là ai?,True,B,B,B,True,True
114,Đạo diễn của bộ phim 'Công chúa teen và ngũ hổ tướng' có sự tham gia của Phương Trinh Jolie là ai?,True,A,A,A,True,True
115,Phim nào có sự tham gia của cả Thái Hòa (diễn viên) và Dustin Nguyễn?,True,D,D,D,True,True
116,Phim nào có sự tham gia của cả Jun Vũ và Trúc Anh?,True,C,C,C,True,True
117,Phim nào có sự tham gia của cả Minh Hằng và Ngọc Trinh (người mẫu)?,True,D,D,D,True,True
118,Phim nào có sự tham gia của cả Khương Lê và Lê Khánh?,True,A,A,A,True,True
119,Phim nào có sự tham gia của cả Nguyễn Hậu và Vân Trang?,True,B,A,A,True,False
120,Đạo diễn của bộ phim 'Tiệm ăn của quỷ' có sự tham gia của Võ Tấn Phát là ai?,True,B,D,D,True,False
121,Phim nào có sự tham gia của cả Hoàng Phúc (diễn viên) và Vai diễn khách mời?,True,B,D,D,True,False
122,Phim nào có sự tham gia của cả Thái Hòa (diễn viên) và Nguyễn Hậu?,True,C,C,C,True,True
123,Phim nào có sự tham gia của cả Khánh Huyền và Nhan Phúc Vinh?,True,A,A,A,True,True
124,Phim nào có sự tham gia của cả Việt Anh (nghệ sĩ) và Lê Khánh?,True,A,C,C,True,False
125,Phim nào có sự tham gia của cả Thành Lộc và Thủy Tiên (ca sĩ)?,True,C,C,C,True,True
126,Phim nào có sự tham gia của cả Hiếu Hiền và Mai Thế Hiệp?,True,D,B,B,True,False
127,Phim nào có sự tham gia của cả Khánh Như và Lâm Văn Quốc?,True,D,C,C,True,False
128,Phim nào có sự tham gia của cả Ba Luân và Quang Khang?,True,A,A,A,True,True
129,Vợ/chồng của diễn viên đóng vai 'Quyên' trong phim 'Cô dâu đại chiến 2' là ai?,True,C,D,D,True,False
130,"Vợ/chồng của diễn viên đóng vai 'nữ ca sĩ' trong phim 'Taxi, em tên gì?' là ai?",True,D,C,C,True,False
131,Phim nào có sự tham gia của cả Văn Tùng và Lý Hải?,True,A,A,A,True,True
132,Phim nào có sự tham gia của cả Khương Ngọc và Kim Hiền (diễn viên)?,True,B,C,C,True,False
133,Phim nào có sự tham gia của cả Tiết Cương và Mạnh Dung?,True,D,D,D,True,True
134,Phim nào có sự tham gia của cả Trương Thanh Nghi và Phạm Văn Nhân (diễn viên)?,True,C,C,C,True,True
135,Phim nào có sự tham gia của cả Việt Hương và Nguyễn Vinh Sơn?,True,C,D,D,True,False
136,Phim nào có sự tham gia của cả Văn Tùng và Thanh Hằng?,True,C,C,C,True,True
137,Phim nào có sự tham gia của cả Như Quỳnh (diễn viên) và Ánh Hoa?,True,C,C,C,True,True
138,Phim nào có sự tham gia của cả Việt Hương và Nam Thư?,True,C,D,D,True,False
139,Phim nào có sự tham gia của cả Hoài Linh và Quý Bình?,True,A,A,A,True,True
140,Phim nào có sự tham gia của cả Ngô Thanh Vân và Nguyễn Chánh Tín?,True,D,D,D,True,True
141,Phim nào có sự tham gia của cả Lê Bình (diễn viên) và Nguyễn Quang Dũng (đạo diễn)?,True,B,B,B,True,True
142,Phim nào có sự tham gia của cả Kiều Trinh và Huy Cường?,True,A,C,C,True,False
143,Phim nào có sự tham gia của cả ảo thuật gia và nhà ngoại cảm?,True,C,C,C,True,True
144,Phim nào có sự tham gia của cả Phi Thanh Vân và Nhan Phúc Vinh?,True,C,A,A,True,False
145,Đạo diễn của bộ phim 'Võ lâm truyền kỳ (phim)' có sự tham gia của Ngọc Giàu là ai?,True,D,D,D,True,True
146,Phim nào có sự tham gia của cả Hoài Linh và Isaac (ca sĩ)?,True,D,D,D,True,True
147,Đạo diễn của bộ phim 'Tấm Cám: Chuyện chưa kể' có sự tham gia của Ngọc Giàu là ai?,True,D,D,D,True,True
148,Phim nào có sự tham gia của cả Việt Anh (nghệ sĩ) và Thành Lộc?,True,D,C,C,True,False
149,Phim nào có sự tham gia của cả Kaity Nguyễn và TyhD Thùy Dương?,True,D,D,D,True,True
150,Phim nào có sự tham gia của cả Thủy Tiên (ca sĩ) và Lê Quốc Nam?,True,B,B,B,True,True
151,Phim nào có sự tham gia của cả Hữu Châu và Will?,True,D,D,D,True,True
152,Phim nào có sự tham gia của cả Tinna Tình và Nguyễn Hậu?,True,D,C,C,True,False
153,Vợ/chồng của diễn viên đóng vai 'Giáo sư Sâm' trong phim 'Song song (phim)' là ai?,True,D,D,D,True,True
154,Phim nào có sự tham gia của cả Hoàng Phúc (diễn viên) và Bùi Hoàng Huy?,True,A,B,B,True,False
155,Đạo diễn của bộ phim 'Tuyết nhiệt đới' có sự tham gia của Diễm My là ai?,True,A,A,A,True,True
156,Phim nào có sự tham gia của cả Lý Hải và Tiết Cương?,True,A,A,A,True,True
157,Vợ/chồng của diễn viên đóng vai 'Huy' trong phim 'Bao giờ có yêu nhau' là ai?,True,C,C,C,True,True
158,Phim nào có sự tham gia của cả Cát Tường (diễn viên) và Thanh Bạch?,True,B,B,B,True,True
159,Phim nào có sự tham gia của cả Quốc Cường và Quách Ngọc Tuyên?,True,C,C,C,True,True
160,Vợ/chồng của diễn viên đóng vai 'Thái lúc tuổi teen' trong phim 'Cô dâu đại chiến' là ai?,True,B,B,B,True,True
161,Đạo diễn của bộ phim 'Lẵng hoa tình yêu' có sự tham gia của Ngọc Giàu là ai?,True,C,C,C,True,True
162,Phim nào có sự tham gia của cả Hoài Linh và Elly Trần?,True,B,B,B,True,True
163,Phim nào có sự tham gia của cả Hồ Kiểng và Đơn Dương (diễn viên)?,True,D,A,A,True,False
164,Phim nào có sự tham gia của cả Ngọc Oanh và Tân Trực?,True,A,C,C,True,False
165,Phim nào có sự tham gia của cả Mai Trần và Nikki Dương Nhật Vi?,True,D,B,B,True,False
166,Phim nào có sự tham gia của cả Hồng Ánh và Uyên Linh?,True,C,C,C,True,True
167,Vợ/chồng của diễn viên đóng vai 'Kiều Dung' trong phim 'Cô thủ môn tội nghiệp' là ai?,True,D,C,C,True,False
168,Phim nào có sự tham gia của cả Hari Won và Khánh Huyền?,True,A,A,A,True,True
169,Phim nào có sự tham gia của cả Phạm Ngọc Liễu và Đặng Văn Đức?,True,C,C,C,True,True
170,Phim nào có sự tham gia của cả Trung Dân và Đài Truyền hình Việt Nam?,True,A,B,B,True,False
171,Phim nào có sự tham gia của cả Hà Trí Quang và Thanh Bạch?,True,C,C,C,True,True
172,Phim nào có sự tham gia của cả Hoàng Sơn (diễn viên) và Đông Nhi?,True,A,A,A,True,True
173,Đạo diễn của bộ phim 'Võ lâm truyền kỳ (phim)' có sự tham gia của Michael Jackson là ai?,True,C,C,C,True,True
174,Phim nào có sự tham gia của cả Bích Ngọc và Lâm Văn Quốc?,True,C,B,B,True,False
175,Phim nào có sự tham gia của cả Lan Phương và Chiều Xuân?,True,C,D,D,True,False
176,Phim nào có sự tham gia của cả Thái Hòa (diễn viên) và Kim Xuân?,True,C,B,B,True,False
177,Phim nào có sự tham gia của cả Siu Black và Nhan Phúc Vinh?,True,C,C,C,True,True
178,Phim nào có sự tham gia của cả Lê Tuấn Anh (diễn viên) và Ánh Hoa?,True,C,C,C,True,True
179,Đạo diễn của bộ phim 'Địa đạo: Mặt trời trong bóng tối' có sự tham gia của Tô Văn Đực là ai?,True,B,C,C,True,False
180,Phim nào có sự tham gia của cả Chí Tài và Quang Khang?,True,B,B,B,True,True
181,Phim nào có sự tham gia của cả Mai Ngô và Gina M?,True,A,A,A,True,True
182,Đạo diễn của bộ phim 'Cô dâu đại chiến 2' có sự tham gia của Huỳnh Đông là ai?,True,C,C,C,True,True
183,Đạo diễn của bộ phim 'Nụ hôn thần chết (phim)' có sự tham gia của Nguyễn Quang Dũng (đạo diễn) là ai?,True,D,D,D,True,True
184,Phim nào có sự tham gia của cả Thanh Thảo (ca sĩ) và Michael Jackson?,True,A,A,A,True,True
185,Phim nào có sự tham gia của cả Michael Caine và Công Lý (diễn viên)?,True,C,C,C,True,True
186,Phim nào có sự tham gia của cả Hoài Linh và Lê Khánh?,True,A,A,A,True,True
187,Phim nào có sự tham gia của cả Trấn Thành và Bảo Thy?,True,B,A,A,True,False
188,Vợ/chồng của diễn viên đóng vai 'Nguyệt Ánh' trong phim 'Tiệc trăng máu' là ai?,True,C,C,C,True,True
189,Phim nào có sự tham gia của cả Phi Thanh Vân và Mỹ Duyên?,True,B,B,B,True,True
190,Phim nào có sự tham gia của cả Chí Tài và Dustin Nguyễn?,True,D,D,D,True,True
191,Phim nào có sự tham gia của cả Trần Quốc Hùng và Trần Minh Tuấn (diễn viên)?,True,C,C,C,True,True
192,Phim nào có sự tham gia của cả Trần Tiểu Vy và Quân A.P?,True,B,B,B,True,True
193,Phim nào có sự tham gia của cả Sam Elliott và Clark Gregg?,True,C,C,C,True,True
194,Phim nào có sự tham gia của cả Ngọc Trinh (người mẫu) và Lê Thị Nhị?,True,A,A,A,True,True
195,Phim nào có sự tham gia của cả Bảo Quốc và Ngọc Giàu?,True,D,D,D,True,True
196,Phim nào có sự tham gia của cả Bảo Quốc và Quyền Linh?,True,D,D,D,True,True
197,Phim nào có sự tham gia của cả Trinh Hoan và Lê Hóa?,True,C,C,C,True,True
198,Phim nào có sự tham gia của cả Minh Hằng và Lê Thị Nhị?,True,A,A,A,True,True
199,Phim nào có sự tham gia của cả Hồ Kiểng và Phương Thanh (diễn viên)?,True,C,D,D,True,False
200,Phim nào có sự tham gia của cả Công Ninh và Oanh Kiều?,True,C,C,C,True,True
201,Phim nào có sự tham gia của cả Ngô Thanh Vân và S.T Sơn Thạch?,True,A,A,A,True,True
202,Phim nào có sự tham gia của cả Lan Phương và Trúc Nhân?,True,C,C,C,True,True
203,Phim nào có sự tham gia của cả Nguyễn Phi Hùng (ca sĩ) và Kim Khánh (diễn viên)?,True,A,A,A,True,True
204,Phim nào có sự tham gia của cả Mai Thế Hiệp và Vân Trang?,True,A,A,A,True,True
205,Phim nào có sự tham gia của cả Việt Anh (nghệ sĩ) và Minh Thuận (ca sĩ)?,True,C,B,B,True,False
206,Phim nào có sự tham gia của cả Tấn Beo và Quốc Thuận?,True,C,B,B,True,False
207,Phim nào có sự tham gia của cả Đinh Ngọc Diệp và Tăng Bảo Quyên?,True,D,D,D,True,True
208,Phim nào có sự tham gia của cả Ngọc Giàu và Lê Giang?,True,B,A,A,True,False
209,Đạo diễn của bộ phim 'Tiệm bánh Hoàng tử bé 2' có sự tham gia của Xuân Lan là ai?,True,A,A,A,True,True
210,Phim nào có sự tham gia của cả Khổng Tú Quỳnh và Mỹ Uyên?,True,D,D,D,True,True
211,Phim nào có sự tham gia của cả Kim Xuân và Bình Minh (người mẫu)?,True,A,A,A,True,True
212,Phim nào có sự tham gia của cả Dương Hoàng Anh và Mỹ Duyên?,True,B,D,D,True,False
213,Đạo diễn của bộ phim 'Scandal: Bí mật thảm đỏ' có sự tham gia của Maya (ca sĩ) là ai?,True,D,D,D,True,True
214,Phim nào có sự tham gia của cả Lương Triều Vĩ và Nguyễn Tuyết Ngân?,True,D,D,D,True,True
215,Đạo diễn của bộ phim 'Scandal: Bí mật thảm đỏ' có sự tham gia của Lan Phương là ai?,True,D,D,D,True,True
216,Phim nào có sự tham gia của cả Quang Minh - Hồng Đào và Trung Dân?,True,B,B,B,True,True
217,Phim nào có sự tham gia của cả Jun Vũ và Lê Xuân Tiền?,True,C,C,C,True,True
218,Phim nào có sự tham gia của cả Bình Minh (người mẫu) và Maya (ca sĩ)?,True,D,D,D,True,True
219,Phim nào có sự tham gia của cả Vân Trang và Dương Khắc Linh?,True,C,C,C,True,True
220,Phim nào có sự tham gia của cả Lê Thiện (nghệ sĩ) và Đức Khuê?,True,C,C,C,True,True
221,Phim nào có sự tham gia của cả Nguyễn Hữu An và Jsu Garcia?,True,A,A,A,True,True
222,Vợ/chồng của diễn viên đóng vai 'Phát' trong phim 'Lật Mặt 6: Tấm vé định mệnh' là ai?,True,D,D,D,True,True
223,Phim nào có sự tham gia của cả Thanh Khang và Thanh Tâm (diễn viên)?,True,A,D,D,True,False
224,Vợ/chồng của diễn viên đóng vai 'Quyên' trong phim 'Cô dâu đại chiến' là ai?,True,D,D,D,True,True
225,Phim nào có sự tham gia của cả Nguyễn Gia Linh và Bạch Tuyết (nghệ sĩ cải lương)?,True,C,B,B,True,False
226,Phim nào có sự tham gia của cả Mai Thế Hiệp và Dustin Nguyễn?,True,B,B,B,True,True
227,Phim nào có sự tham gia của cả Kiều Mai Lý và Minh Luân?,True,C,D,D,True,False
228,Phim nào có sự tham gia của cả Bé Vỹ và Công Huy?,True,B,C,C,True,False
229,Phim nào có sự tham gia của cả Đông Nhi và Bảo Quốc?,True,C,C,C,True,True
230,Đạo diễn của bộ phim 'Mỹ nhân kế (phim)' có sự tham gia của Diễm My 9x là ai?,True,B,B,B,True,True
231,Phim nào có sự tham gia của cả Long Đẹp Trai và Bạch Long (nghệ sĩ cải lương?,True,D,D,D,True,True
232,Phim nào có sự tham gia của cả Lê Khắc Minh và Kang Phạm?,True,D,D,D,True,True
233,Phim nào có sự tham gia của cả Nguyễn Minh Tú và Mai Trần?,True,B,B,B,True,True
234,Phim nào có sự tham gia của cả Lê Đình Huy và Huang Kiem?,True,D,C,C,True,False
235,Phim nào có sự tham gia của cả Don Nguyễn và Hồ Vĩnh Khoa?,True,B,B,B,True,True
236,Phim nào có sự tham gia của cả Như Quỳnh (diễn viên) và Đỗ Thị Hải Yến?,True,C,C,C,True,True
237,Phim nào có sự tham gia của cả Chí Thiện (ca sĩ) và Phương Thanh?,True,C,B,B,True,False
238,Phim nào có sự tham gia của cả Ngọc Giàu và Nguyễn Chánh Tín?,True,A,A,A,True,True
239,Phim nào có sự tham gia của cả Tấn Beo và Hải Băng?,True,B,B,B,True,True
240,Phim nào có sự tham gia của cả Anh Thư và Thanh Thúy (diễn viên sinh 1982)?,True,C,C,C,True,True
241,Phim nào có sự tham gia của cả Nguyễn Chánh Tín và Mỹ Uyên?,True,B,B,B,True,True
242,Phim nào có sự tham gia của cả Huy Khánh và Phạm Trưởng?,True,C,A,A,True,False
243,Phim nào có sự tham gia của cả Phước Sang và Kim Ngọc (nghệ sĩ)?,True,C,C,C,True,True
244,Phim nào có sự tham gia của cả Hồng Vân (diễn viên) và Quyền Linh?,True,C,B,B,True,False
245,Đạo diễn của bộ phim 'Tuyết nhiệt đới' có sự tham gia của Lương Mạnh Hải là ai?,True,A,A,A,True,True
246,Phim nào có sự tham gia của cả Bùi Thị Minh Đức và Trần Minh Tuấn (diễn viên)?,True,B,B,B,True,True
247,Phim nào có sự tham gia của cả Trấn Thành và Ngân Quỳnh?,True,A,A,A,True,True
248,Phim nào có sự tham gia của cả Hữu Châu và Mai Thế Hiệp?,True,C,C,C,True,True
249,Phim nào có sự tham gia của cả Thành Lộc và Việt Hương?,True,A,B,B,True,False
250,Phim nào có sự tham gia của cả Chiều Xuân và Võ Tấn Phát?,True,A,B,B,True,False
251,Phim nào có sự tham gia của cả Chu Hùng và Phạm Duy Hương?,True,B,B,B,True,True
252,Phim nào có sự tham gia của cả Ngân Chi và Lan Phương?,True,B,B,B,True,True
253,Phim nào có sự tham gia của cả Hải Triều (diễn viên) và Thành Tài?,True,D,C,C,True,False
254,Phim nào có sự tham gia của cả Ngân Khánh và Thanh Bạch?,True,B,D,D,True,False
255,Phim nào có sự tham gia của cả Việt Hương và Hồng Tơ?,True,A,A,A,True,True
